25-Nov,@lessondesk/eslint-config@v1.4.2,@lessondesk,eslint-config,v1.4.2,NEW FINDING
,@lessondesk/material-icons@v1.0.3,@lessondesk,material-icons,v1.0.3,N/A
,@lessondesk/react-table-context@v2.0.4,@lessondesk,react-table-context,v2.0.4,N/A
,@livecms/live-edit@v0.0.32,@livecms,live-edit,v0.0.32,N/A
,@livecms/nuxt-live-edit@v1.9.2,@livecms,nuxt-live-edit,v1.9.2,N/A
,@lokeswari-satyanarayanan/rn-zustand-expo-template@v1.0.9,@lokeswari-satyanarayanan,rn-zustand-expo-template,v1.0.9,N/A
25-Nov,@louisle2/core@v1.0.1,@louisle2,core,v1.0.1,NEW FINDING
25-Nov,@louisle2/cortex-js@v0.1.6,@louisle2,cortex-js,v0.1.6,NEW FINDING
25-Nov,@lpdjs/firestore-repo-service@v1.0.1,@lpdjs,firestore-repo-service,v1.0.1,NEW FINDING
,@lui-ui/lui-nuxt@v0.1.1,@lui-ui,lui-nuxt,v0.1.1,N/A
,@lui-ui/lui-tailwindcss@v0.1.2,@lui-ui,lui-tailwindcss,v0.1.2,N/A
,@lui-ui/lui-vue@v1.0.13,@lui-ui,lui-vue,v1.0.13,N/A
,@micado-digital/stadtmarketing-kufstein-external@v1.9.1,@micado-digital,stadtmarketing-kufstein-external,v1.9.1,N/A
,@mizzle-dev/orm@v0.0.2,@mizzle-dev,orm,v0.0.2,N/A
,@ntnx/passport-wso2@v0.0.3,@ntnx,passport-wso2,v0.0.3,N/A
,@ntnx/t@v0.0.101,@ntnx,t,v0.0.101,N/A
,@oku-ui/accordion@v0.6.2,@oku-ui,accordion,v0.6.2,N/A
,@oku-ui/alert-dialog@v0.6.2,@oku-ui,alert-dialog,v0.6.2,N/A
,@oku-ui/arrow@v0.6.2,@oku-ui,arrow,v0.6.2,N/A
,@oku-ui/aspect-ratio@v0.6.2,@oku-ui,aspect-ratio,v0.6.2,N/A
,@oku-ui/avatar@v0.6.2,@oku-ui,avatar,v0.6.2,N/A
,@oku-ui/checkbox@v0.6.3,@oku-ui,checkbox,v0.6.3,N/A
,@oku-ui/collapsible@v0.6.2,@oku-ui,collapsible,v0.6.2,N/A
,@oku-ui/collection@v0.6.2,@oku-ui,collection,v0.6.2,N/A
,@oku-ui/dialog@v0.6.2,@oku-ui,dialog,v0.6.2,N/A
,@oku-ui/direction@v0.6.2,@oku-ui,direction,v0.6.2,N/A
,@oku-ui/dismissable-layer@v0.6.2,@oku-ui,dismissable-layer,v0.6.2,N/A
,@oku-ui/focus-guards@v0.6.2,@oku-ui,focus-guards,v0.6.2,N/A
,@oku-ui/focus-scope@v0.6.2,@oku-ui,focus-scope,v0.6.2,N/A
,@oku-ui/hover-card@v0.6.2,@oku-ui,hover-card,v0.6.2,N/A
,@oku-ui/label@v0.6.2,@oku-ui,label,v0.6.2,N/A
,@oku-ui/menu@v0.6.2,@oku-ui,menu,v0.6.2,N/A
,@oku-ui/motion@v0.4.4,@oku-ui,motion,v0.4.4,N/A
,@oku-ui/motion-nuxt@v0.2.2,@oku-ui,motion-nuxt,v0.2.2,N/A
,@oku-ui/popover@v0.6.2,@oku-ui,popover,v0.6.2,N/A
,@oku-ui/popper@v0.6.2,@oku-ui,popper,v0.6.2,N/A
,@oku-ui/portal@v0.6.2,@oku-ui,portal,v0.6.2,N/A
,@oku-ui/presence@v0.6.2,@oku-ui,presence,v0.6.2,N/A
,@oku-ui/primitive@v0.6.2,@oku-ui,primitive,v0.6.2,N/A
,@oku-ui/primitives@v0.7.9,@oku-ui,primitives,v0.7.9,N/A
,@oku-ui/primitives-nuxt@v0.3.1,@oku-ui,primitives-nuxt,v0.3.1,N/A
,@oku-ui/progress@v0.6.2,@oku-ui,progress,v0.6.2,N/A
,@oku-ui/provide@v0.6.2,@oku-ui,provide,v0.6.2,N/A
,@oku-ui/radio-group@v0.6.2,@oku-ui,radio-group,v0.6.2,N/A
,@oku-ui/roving-focus@v0.6.2,@oku-ui,roving-focus,v0.6.2,N/A
,@oku-ui/scroll-area@v0.6.2,@oku-ui,scroll-area,v0.6.2,N/A
,@oku-ui/separator@v0.6.2,@oku-ui,separator,v0.6.2,N/A
,@oku-ui/slider@v0.6.2,@oku-ui,slider,v0.6.2,N/A
,@oku-ui/slot@v0.6.2,@oku-ui,slot,v0.6.2,N/A
,@oku-ui/switch@v0.6.2,@oku-ui,switch,v0.6.2,N/A
,@oku-ui/tabs@v0.6.2,@oku-ui,tabs,v0.6.2,N/A
,@oku-ui/toast@v0.6.2,@oku-ui,toast,v0.6.2,N/A
,@oku-ui/toggle@v0.6.2,@oku-ui,toggle,v0.6.2,N/A
,@oku-ui/toggle-group@v0.6.2,@oku-ui,toggle-group,v0.6.2,N/A
